Gender,Price (INR),NumImages,ProductID,Description,PrimaryColor
Unisex,867,4,10051041,Set content: Single Long Door curtainColour: Turquoise BluePattern: Self Design Long DoorLight blocking: RegularFitting: Eyelet,Blue
Women,591,5,10246133,"A pair of gold-toned open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Gold
Men,153,5,10248145,"White solid innerwear vests, has a round neck, sleeveless", White
Women,8151,7,10197629,"Black solid made to measure kurta with palazzos and dupattaBlack Solid A-line kurta, has a square neck, three-quarter sleeves, straight hem, side slits, concealed zip closure, has attached pads at the chestBlack Printed flared palazzos, hook and bar closure with a zip, a partially elasticated waistbandBlack net dupatta, has a sequinned taping borderWhat is Made to Measure?Customised Kurta Set according to your Bust and Length. So please refer to the Size Chart to pick your perfect size.How to measure bust?Measure under your arms and around your chest to find your bust size in inchesHow to measure Kurta length?Measure from shoulder till barefoot to find kurta length in inches", Black
Men,849,5,10163899,"Green solid T-shirt, has a polo collar, and short sleeves", Green
Men,849,5,10222793,"Black and red printed T-shirt, has a round neck, short sleeves", Red
Men,3599,5,10024935,"Blue solid formal suitBlue solid regular-fit blazer, has a notched lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of blue solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.",Blue
Women,1299,5,10127851,"Navy Blue and white printed handloom high-low top, has a mandarin collar, three-quarter sleeves, and button closure",Blue
Men,949,5,10201099,"Cream-Coloured printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket", Red
Men,874,5,10036331,"Blue and Green printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,1014,5,10261719,"A pair of rose gold open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Gold
Girls,1619,3,10003199,"Yellow embellished woven fit and flare dress, has a round neck, short sleeves, zip closure, an attached lining, and flared hem", Yellow
Unisex,730,4,10214883,Set content: 2 Long Door curtainsColour: Green and Off-WhitePattern: Geometric Long DoorLight blocking: RegularFitting: Eyelet,
Men,874,5,10252525,"Black and grey melange colourblocked sweatshirt, has a hood, two pockets, long sleeves, zip closure, curved hem", Black
Women,693,5,10017501,Brown full-coverage Everyday bra Non Padded and Flexible Underwired seamless three layered cupsCushioned front straps with lace and back closureSandwiched brushed layer for no show apex, Red
Men,734,5,10017719,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
Men,1319,6,10187627,"Blue & Beige checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,7690,2,10225753,"Take style inspiration from the night sky this season with this cool-classic pendant. Featuring moon and star motifs, which symbolize hopes and dreams, the rose-gold tone plated design boasts a delicate gradation of blue crystals set in pav. Ideal for everyday wear, or an original gift idea. The pendant comes on a chain.",
Unisex,607,4,10214827,Set content: 2 Door curtainsColour: PurplePattern: Floral DoorLight blocking: RegularFitting: Eyelet,
Girls,779,6,10213381,"Solid black treggings, has an elasticated waistband with slip-on closure", Black
Men,499,5,10219637,A pair of lime green and navy blue printed flip flopsRubber upper materialCushioned footbedPatterned rubber outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,Blue
Men,3054,5,10244199,"A pair of round-toe navy blue sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Blue
Women,1259,6,10186699,"Red solid handheld bag, has a zip closure1 main compartment, 1 external and 2 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap", Red
Women,1624,6,10208655,"A pair of black solid pointed toe pumps, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a slim heel", Black
Women,799,5,10239411,"Green and silver printed woven midi empire dress, has a round neck, short sleeves, button closure, waist tie-up, and flared hem", Green
Men,390,3,10256649,"This set consists of a Code Steel Body Perfume and a Code Copper Body PerfumeCode Steel Body PerfumeNotesBreezy marine notes and a boost of mandarin zest, soothing notes of Bergamot with freshness of lemonCode Copper Body PerfumeNotesWarm balsam and amber notesThe citrus notes of lemon and pineapple with woody hints of armoiseFeaturesContains zero gas, only perfumeFragrance is safe to use on skin and lasts for a long time",
Women,449,5,10014665,Multicoloured printed beltSecured with a tangWarranty: 1 monthWarranty provided by brand/manufacturer, Red
Men,629,5,10121033,"Blue printed casual shirt, has button-down collar, long sleeves, button placket, and curved hem",Blue
Unisex,699,3,10018885,Set content: One runner Type: Table runner Colour: Pink and green Fabric: Polycotton Shape: Rectangular Pattern: Printed Disclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Green
Women,857,5,10265451,"Pink solid woven maxi dress, has a round neck, short sleeves, zip closure, an attached lining, and straight hem", Pink
Unisex,450,4,10202527,Set content: 2 Window curtainsColour: GreenPattern: Floral WindowLight blocking: RegularFitting: EyeletLining: No, Green
Men,2099,6,10052017,"Pack Contains: Single watchDisplay: AnalogueMovement: QuartzPower Source: BatteryDial style: White textured round stainless steel dialFeatures: Reset timeStrap Style: Silver toned and rose gold toned, bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/manufacturer", White
Women,756,5,10054781,"Blue solid knitted bodycon dress with tie-ups detail, has shoulder straps, sleeveless, and straight hem",Blue
Women,719,6,10129615,"A pair of round-toe brown slip-on sneakers, has regular styling, slip-on detailCanvas upperCushioned footbedTextured and patterned outsole", Brown
Women,2420,5,10021271, Silver-plated CZ-studded butterfly-shaped finger ring , Silver
Women,1980,4,10033621,"Shade name - BrownWhat it isThis micro-fine eyeliner glides across lids with the utmost precision to deliver a weightless, smudge-proof inky line that lasts up to 24 hours. Available in five shades inspired by sumi ink sticks used in traditional Japanese calligraphy. Dermatologist and ophthalmologist-tested.What it doesThis foolproof eyeliner is infused with high-impact pigments that deliver smudge-proof, saturated, matte color.The weightless, inky pencil features thermo-sensory technology that allows this formula to transform from a solid to a liquid upon contact with skin, creating a flexible, water-resistant film that lasts up to 24 hours.The micro-thin lead on this next-generation pencil can be dotted between lashes or glided across eyes with remarkable precision and no skipping.What's in itThermo-Sensory Gel: Reacts to skin's temperature and transforms into an ink-like texture with incredible precision.Surface-coated Pigments: Provide intense color payoff.Film Former: Prevents formula from smudging or streaking.", Brown
Men,1609,5,10149231,"Beige self-design low-rise smart-casual trousers, button closure, and 4 pockets", Beige
Women,1599,5,10111373,"A pair of round-toe silver-toned slip-on sneakers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Silver
Women,679,5,10206769,"Black yoke design straight kurta, has a notched round neck, three-quarter sleeves, curved hem, and side slits", Black
Men,967,5,10019095,"Pack of 3 White, Black & Navy regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
Men,649,5,10029993,"Grey and White printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White
Women,699,5,10032861,"Olive Green printed sweatshirt, has a round neck,  straight hem", Green
Men,577,5,10017771,"Black and red checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Red
Men,3596,5,10052255,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, CalendarStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Fastrack case", Grey
Boys,472,3,10134541,"Red solid T-shirt, has a polo collar, short sleeves and button closure", Red
Women,1349,6,10180245,"Design Detail:Pink checked saree, has a solid border with rufflesBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece.", Pink
Women,449,5,10193723,"Blue printed T-shirt, has a round neck, and short sleeves",Blue
Women,662,5,10237377,"Red, off-white and teal blue checked woven shirt style top, has a shirt collar, long sleeves, short button placket, one pocket, curved hem", Red
Men,5999,6,10268321,"Navy Blue and White striped casual shirt, has a cutaway collar, long sleeves, button placket, and curved hem",Blue
Unisex,1937,4,10025303,Set content: 1 Bedsheet with 2 pillow covers Colour: Brown and beige Size: Double bed ( queen size)Pattern: Geometric Thread Count: 180 to 249 , Brown
Women,749,5,10185025,"Blue and Mustard yellow printed knitted winter straight kurta, has a round neck, long sleeves, straight hem, and side slits",Blue
Unisex Kids,995,4,10052497,"Display: DigitalMovement: ElectronicPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Black regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case", Grey
Women,799,6,10207029,"Navy blue and peach-coloured yoke design straight kurta with sequinned detail, has a round neck, three-quarter sleeves, straight hem, and side slits",Blue
Men,1299,5,10121031,"White printed casual shirt, has a spread collar, long sleeves, concealed button placket, and curved hem", White
Unisex,496,4,10233155,"Red and orange rakhi with a circular detail, has Ganpati print, tassels at the end", Red
Women,719,5,10240109,"Navy Blue, Grey and white checked A-line kurta with tie-up detail, has a round neck, three-quarter sleeves, and flared hem",Blue
Men,2999,5,10166905,"A pair of round-toe grey sneakers, has regular styling, lace-up detailMesh and Synthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Grey
Men,1609,7,10248321,"A pair of black solid sports sandals, secured with a Velcro closureSynthetic upperCushioned footbedTextured and patterned outsole", Black
Women,867,4,10180557,"Red printed A-line kurta, has a mandarin collar, three-quarter sleeves, flared hem, and front slit", Red
Women,899,7,10009643,"Blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
Girls,849,6,10213387,"Red, blue and  off-white colourblocked sweatshirt, has a round neck, long sleeves, straight hem",Blue
Unisex,1799,3,10232555,Content: One Runner Colour: Multicoloured Fabric: Polyamide nylon Shape: RectangularPattern: Printed Features: Anti-Skid, Red
Girls,857,3,10043627,"Grey printed sweater, has a round neck, long sleeves, and straight hem", Grey
Women,1149,5,10243443,"Olive Green coloured wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops", Green
Men,58854,3,10026421,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a butterfly closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature MOVADO case", Black
Unisex,3249,7,10137187,"A pair of round-toe black sneakers, has regular styling, lace-up detailLeather upperEthylene-vinyl acetate: durable, moulded, cushioned comfort midsoleDurable, grippy, full rubber outsoleFeature stabilising heel clipsPUMA Wordmark Logo on vamp, tongue and heel clipCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Women,799,5,10235889,"Black solid mid-rise solid tights with striped detail,an elasticated waistband", Black
Women,863,5,10105935,Green solid backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer, Green
Women,1196,5,10142249,"A pair of silver-toned, rose gold-toned and gold-toned one-toe flats, has regular styling, buckle detailLeather upperCushioned footbedTextured and patterned outsole", Gold
Men,1049,5,10089185,"A pair of round-toe black brogues, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Red
Unisex,825,4,10097155,Set content: Single Long Door curtainsColour: Lime GreenPattern: Geometric Long DoorLight blocking: RegularFitting: EyeletLining: No, Green
Women,615,5,10098363,"Tan brown solid sling bag with quilted detail, has a zip closure1 main compartment, 1 external and 1 inner pocketTablet sleeve: NoNon-Detachable Sling StrapWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown
Men,1199,5,10133907,"Teal Blue and Black checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",Blue
Men,1599,5,10003899,"Orange and white checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", White
Boys,499,3,10232253,"Green printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Green
Boys,519,4,10134861,"Blue, orange and white colourblocked T-shirt with printed detail, has a polo collar, and short sleeves",Blue
Men,1959,6,10156009,"Olive Green solid smart casual linen shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 patch pocket", Green
Men,1609,5,10148807,"Brown low-rise smart casual chinos, button closure, and 5 pockets", Red
Women,569,5,10256059,"Peach-coloured and maroon printed woven A-line dress, has a round neck, three-quarter bell sleeves, button closure, flared hem", Red
Women,799,5,10185999,"A pair of black solid woven cropped palazzos, has partially elasticated waistband", Black
Women,990,5,1024559,"Maroon solid sweater, has a V-neck, has long sleeves", Maroon
Boys,699,3,10212867,"Navy Blue red and cream brand logo print T-shirt with geometric print detail, has a round neck, and long sleeves",Blue
Men,1999,6,1003764,"Navy and white striped sweater, has a mock collar with a short button placket and long sleeves", Navy
Unisex,359,5,10068465,Set content: Single Cushion CoverColour: MulticolouredShape: SquarePattern: FloralClosure: Concealed Zip, Red
Men,1175,5,10052355,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case", White
Women,776,5,10074401,"Navy Blue solid casual shirt, has a spread collar, long sleeves, concealed button placket, and straight hem",Blue
Women,3118,5,1003485,"A pair of black and red indoor football shoes, has central lace-upsSynthetic leather upperCushioned footbedMidsole with LunarLon technologyTextured outsole with patterned grooves, provides zonal stabilityWarranty: 6 months against manufacturing defects (not valid on products with more than 20% discount)", Red
Women,1199,7,10185405,"Black solid mid-rise cropped treggings, has an elasticated waistband with slip-on closure, two pockets", Black
Unisex,3240,6,10030743,"What it is:A 24-hour softening lotion that improves the appearance of fine lines, enhances skin's clarity and refines texture. Formulated for Normal and Combination to Oily Skin and featuring InternalPowerResist technology, this softener helps strengthen inner skin defenses to protect skin from signs of aging and external stressors. Softening skin is a key step in the Japanese Beauty ritual to balance skin before treatments. To be used in the morning and evening after cleansing.Clinically proven to moisturize for 24 hours with a single application.For Normal and Combination to Oily Skin. Dermatologist-Tested.KEY INGREDIENTS:Contains Hamamelis Extract for an antioxidant effect and features Hyaluronic Acid for all day hydrationInspired by the bathing ritual of the Japanese, this treatment softener contains pure Kirishima mineral spring water from Japan to help support skin's ionic balance and to balance skin and support better absorption of treatment products that followContains Mukurossi Extract to help improve the appearance of fine lines and Brightening Lempuyang Extract to help enhance clarity and refine skin textureFeatures the comforting scent of ImuCalm Compound that contains soothing fragrance ingredients of rose and lotus elements and a green floral fragrance that evokes a sense of relaxation and new energyFormulated with Theanine extract used to support irritated skin excess sebum",
Women,664,5,10185335,"Sea green, white and silver printed layered kurta, has a round neck, three-quarter sleeves, and flared hem", Green
Women,1499,5,10265383,"Blue solid high-rise cropped trousers, slip-on closure, and 4 pocketsComes with a belt",Blue
Unisex,839,5,10089313,Set Of 6 Coffee Mugs, Red
Women,1199,7,10115395,"Olive Green solid jacket, has a spread collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester", Green
Women,679,5,10030327,"A pair of pink & gold-toned open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole", Pink
Women,475,5,10137607,"Set of four pink gold-plated handcrafted banglesEach has stone-studded and silk-threaded detail, slip-on closure", Pink
Boys,679,3,10247255,"Blue printed pullover, has a V-neck, long sleeves, and ribbed hem",Blue
Unisex,3374,7,10253055,"Special Technology:SoftFoam+ sockliner: Flexible sock collar with cushioned foot bed provides optimal step-in comfortProduct Design Details:A pair of round-toe maroon sneakers, has regular styling, lace-up detailSuede vamp with deco stitching designFull lace closure with thin synthetic leather tongueRubber outsole for traction and gripGold PUMA branding at lateral sideContrast PUMA Formstrip at sidesGold PUMA branding on tongue tabTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Maroon
Women,1247,5,10030719,"Off-White and burgundy printed kurta with palazzos Off-White and burgundy straight calf length kurta, has a round neck, sleeveless, straight hem, side slitsOff-White and burgundy  Printed palazzos, has partially elasticated waistband, slip-on closure", White
Men,3899,5,10137101,"Puma Men Black NRGY Neko Engineer Running Shoes:Teeming with PUMA know-how, these kicks are designed to sustain top running performance. The engineered, knitted upper adapts to your foot for a superb fit, but it's the midsole where these shoes really shine. PUMA's NRGY tech provides an unparalleled cushioning effect and enables maximum energy return, while our new SoftFoam+ sockliner offers smooth support as you shift your weight from heel to toe. The rubber outsole prevents sliding, and subtle embellishments and a sleek form will see these shoes pair well with any look.FEATURES + BENEFITSNRGY: PUMA's foam midsole offers superior cushion from heel to toe so you can power through your runSoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayDeatils:A pair of black running sports shoes, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Men,839,6,10153915,"Pink and Navy Blue checked smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,780,2,1026933,"Pack of two full-coverage bras in lavender and purple, each has adjustable and detachable multiway shoulder straps, elasticated underbust, non-padded and non-wired cups, hook-and-eye closure on the back Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",
Men,479,5,10121015,"Grey printed T-shirt, has a round neck, short sleeves", Grey
Boys,299,4,10255825,"Red printed T-shirt, has a round neck, and short sleeves", Red
Boys,699,3,10145309,Soft knitLong sleevesRibbing at crewneckAssorted graphics at front,
Women,424,5,10162591,"Red and black striped woven A-line dress, has a round neck, three-quarter sleeves, button closure, and flared hem", Red
Women,1229,5,10073665,"Olive green solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer", Green
Women,999,6,10170119,"Black solid jeggings, has elasticated waistband, two back pockets", Black
Women,567,4,10145447,"Multicoloured silver-plated floral studs, has artificial stonesSecured with a post and back closure", Red
Women,1999,8,10220711,"Pink solid mid-rise cropped trousers, has hook and bar closure, and 2 pocketsComes with two belts", Pink
Men,449,5,10017059,"Black and grey melange colourblocked casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Black
Women,5500,4,10198055,"Gold-plated and black beaded mangalsutra, handcrafted with Jadau Kundan, secured with an close loopA pair of matching earrings, secured with a post-and-back closure", Gold
Women,759,5,10206935,"Taupe and Navy Blue printed straight kurta, has a keyhole neck with button closure, three-quarter sleeves, straight hem, and side slits",Blue
Men,849,5,10198331,"Navy Blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Men,9996,4,10052753,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Calendar, Multi FunctionStrap style: Black bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case", Black
Women,699,5,10051327,"Yellow and White printed woven peplum  top, has a V-neck, long sleeves, and button closure", Yellow
Women,759,6,10206841,"Navy printed A-line kurta, has a keyhole neck, three-quarter sleeves, and high-low hem",Blue
Women,976,5,10246003,"A pair of tan brown with a orange tint open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Brown
Women,639,5,10206805,"Beige and black printed straight kurta with tasseled detail, has a notched round neck, three-quarter sleeves, straight hem, and side slits", Black
Men,699,5,10180537,"Navy blue printed T-shirt, has a polo collar, and short sleeves", Navy
Men,804,5,10000651,"Navy Blue solid mid-rise regular trousers, has a button closure, four pockets",Blue
Men,299,4,10055865,"Navy Blue printed T-shirt, has a round neck, and short sleeves",Blue
Men,989,5,10153405,"Navy blue and white self design smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,2590,3,10039935,"Silver-plated finger ring, has a stylized design with cubic-zirconia studded detail", Silver
Unisex,489,5,10040391,Set Content: 4 Napkin HoldersColour: Red and gold-tonedMaterial: MetalPattern: Printed, Red
Men,944,6,10151657,"Red and White checked semiformal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Red
Women,850,5,10019615,"Blue and white printed woven A-line dress, has shoulder straps, concealed zip closure, an attached lining, and flared hemComes with a belt",Blue
Women,679,5,10172971,"Beige solid straight kurta with pintucks detail, has a mandarin collar, three-quarter sleeves, straight hem, and side slits", Beige
Unisex Kids,995,4,10052645,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Red regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case", Red
Women,2320,4,10161921,"Gold-Toned and Turquoise Blue Contemporary Earrings, gold-plated, and has artificial stonesSecured with a post and back closure",Blue
Women,1299,7,10058179,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Women,698,5,10214987,"This jewellery set consists of a necklace, a pair of earrings and a maang tikaWhite 22K gold-plated kundan stone-studded necklace with beaded detail, secured with a drawstring fasteningA pair of matching drop earrings, secured with post-and-back closureA matching maang tika, secured with a hook closureWarranty: 1 monthWarranty provided by Brand Owner / Manufacturer", White
Men,587,5,10101613,"Orange and white striped T-shirt, has a polo collar, and short sleeves", White
Women,1999,6,10007595,"A pair of pointed toe green slip-ons with cushioned footbed, has regular styling, slip-on detailSynthetic Suede upperFoam cushioned footbedTextured and patterned outsole", Green
Women,4249,5,10029037,"A pair of black and gold-toned square toe balerinas, has regular styling, slip-on detailLeather upper with printCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
Women,1317,5,10073657,"Orange solid shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer", Orange
Boys,629,4,10136107,"Khaki self-design mid-rise trousers, button closure, and 4 pockets", Khaki
Women,679,5,10185331,"Blue woven design straight kurta, has a round neck, three-quarter sleeves and high-low hem",Blue
Men,1224,5,10202611,"Blue and off-white printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,539,5,10071093,"A pair of navy blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 30 daysWarranty provided by brand/manufacturer",Blue
Men,1999,5,10181725,YWC Men Black Solid Single-Breasted Blazer, Black
Women,1214,7,10009685,"Blue medium wash 5-pocket high-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Men,699,5,10144517,"Black and White striped T-shirt, has a polo collar, and short sleeves", Black
Boys,599,6,10247375,"Navy blue knitted joggers with lime green side stripe details, has an elasticated waistband and drawstring closure, three pockets and cuffed hem",Blue
Boys,549,3,10013377,"Black and red printed T-shirt, has round neck, short sleeves", Red
Women,1499,4,10170571,"Black dark wash  mid-rise jeans, clean look, no fade, and waistband with belt loops", Black
Women,920,4,1027016,"Article Number: CelinaPack of two full-coverage brasWhite and beige full-coverage bras with non-padded, non-wired cups with seams, elasticated shoulder straps, hook-and-eye closure on the back for an adjustable fit Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",
Men,599,5,10014413,"Camel brown solid T-shirt, has polo collar, short sleeves", Brown
Women,1399,5,10007663,"A pair of maroon solid open-toed flats, has regular styling, no back strap detailSuede upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Maroon
Men,749,4,10060217,"Lime Green solid formal shirt, has a mandarin collar, long sleeves, button placket, and curved hem", Green
Men,1349,5,10091339,"Green and gold-coloured self design kurta with churidarGreen and gold-coloured straight knee length kurta, has a mandarin collar, long sleeves, straight hemGold-coloured solid churidar, drawstring closure", Green
Men,1399,5,10180569,"Grey and White woven design waistcoat, has a V-neck, button placket, sleeveless, two welt pockets", White
Women,598,5,10053963,"Blue solid mid-rise salwar with pleated detail, has a waistband with a drawstring closure",Blue
Women,1199,5,10039379,"Blue solid woven shirt dress, has a shirt collar, short sleeves, half button closure, two flap pockets, flared hem, side slitsComes with a belt",Blue
Men,2295,5,10158163,A pair of black comfort sandalsLeather upper with slip-on closureCushioned footbedPatterned rubber outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Black
Women,349,3,10181003,Silver-Toned Circular Earrings Secured with a lever back, Silver
Women,1293,6,10252697,"Pink solid shoulder bag, has a zip closure1 main compartment, 1 external and 3 inner pocketsTablet sleeve: NoTwo HandlesWarranty: 3 monthsWarranty provided by brand/manufacturer", Pink
Men,3499,5,10063557,"A pair of round-toe blue sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Blue
Boys,404,4,10134897,"Black printed T-shirt, has a round neck, and short sleeves", Black
Women,1023,5,10105905,Blue backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: YesWarranty: 1 yearWarranty provided by brand/manufacturer,Blue
Men,1236,5,10065507,"Blue striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
Men,1999,6,10135133,"Black washed denim jacket with ripped detail, has a spread collar, long sleeves, button closure, six pockets, straight hem", Black
Women,1990,3,10141827,"Lime Green solid casual knitted and woven shirt, has a spread collar, long sleeves, button placket, curved hem, and 2 flap pockets", Green
Men,4716,5,10052685,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Calendar, Multi FunctionStrap style: Grey regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case", Grey
Men,1995,5,10051923,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Green striped regular, synthetic strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Fastrack case", Green
Men,749,5,10059829,"Yellow solid formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Yellow
Men,884,5,10255051,"Blue woven design straight kurta, has a mandarin collar, long sleeves, straight hem, and multiple slits",Blue
Men,699,4,10030051,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
Men,1539,6,10153287,"Brown solid casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket", Brown
Men,1004,5,10202053,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
Unisex,496,4,10233137,Red and yellow wraparound rakhiMaterial: PlasticClosure: Drawstring, Red
Men,1836,5,10065407,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
Men,1399,4,10245125,"Blue solid casual shirt, has a mandarin collar, button placket, and curved hem",Blue
Women,599,4,10235657,Blue solid Dupatta and has a tasselled border,Blue
Men,399,5,10015155,"Grey solid mid-rise sports shorts, has two pockets, a drawstring closure", Grey
Unisex,939,5,10027197,Set content: 5 Cushion Covers Colour: Red Shape: Square Pattern: Self Design Closure: Zip, Red
